cache_lines,MRC
256,0.1515744
512,0.07353639999999999
768,0.040005399999999997
1024,0.030643099999999993
1280,0.02866909999999999
1536,0.027479199999999995
1792,0.02706249999999999
2048,0.02703019999999999
2304,0.027003099999999988
2560,0.026979799999999998
2816,0.02671739999999999
3072,0.02647279999999999
3328,0.0264557
3584,0.026279399999999994
3840,0.02616919999999999
4096,0.02614319999999999
4352,0.0258925
4608,0.025875199999999987
4864,0.025855899999999987
5120,0.025695899999999994
5376,0.025607199999999997
5632,0.025588799999999995
5888,0.025567999999999994
6144,0.025544999999999998
6400,0.02552159999999999
6656,0.025470999999999994
6912,0.025361999999999996
7168,0.025246599999999994
7424,0.0251807
7680,0.0247362
7936,0.02470589999999999
8192,0.024671799999999994
8448,0.024640399999999993
8704,0.024608199999999997
8960,0.024577199999999993
9216,0.0245412
9472,0.02450709999999999
9728,0.024471499999999993
9984,0.024435099999999987
10240,0.024396199999999993
10496,0.02435849999999999
10752,0.024316599999999994
11008,0.0242753
11264,0.024234999999999993
11520,0.024194299999999988
11776,0.02411619999999999
12032,0.02395639999999999
12288,0.0237386
12544,0.023543899999999993
12800,0.023423699999999992
13056,0.0233289
13312,0.02303419999999999
13568,0.02270209999999999
13824,0.022450599999999994
14080,0.022339799999999993
14336,0.022257299999999994
14592,0.022169099999999997
14848,0.022072899999999993
15104,0.021974699999999993
15360,0.021878399999999992
15616,0.021787999999999995
15872,0.021706399999999994
16128,0.02161989999999999
16384,0.021540699999999996
16640,0.021455299999999997
16896,0.021368799999999993
17152,0.021283499999999997
17408,0.021165399999999994
17664,0.02103549999999999
17920,0.020854399999999995
18176,0.020685399999999993
18432,0.020517699999999993
18688,0.020365099999999997
18944,0.020243299999999992
19200,0.020132099999999993
19456,0.020030399999999997
19712,0.01992859999999999
19968,0.019828199999999997
20224,0.019730599999999994
20480,0.019293699999999997
20736,0.019166899999999994
20992,0.019065999999999993
21248,0.018971399999999992
21504,0.018863999999999992
21760,0.01876069999999999
22016,0.018654699999999996
22272,0.018563099999999992
22528,0.018476999999999993
22784,0.018383099999999993
23040,0.018298799999999997
23296,0.018215199999999994
23552,0.018139599999999992
23808,0.018055999999999996
24064,0.01798609999999999
24320,0.017910599999999992
24576,0.017839099999999997
24832,0.017782099999999995
25088,0.017717599999999993
25344,0.017659199999999993
25600,0.017595299999999994
25856,0.017528799999999997
26112,0.017470999999999993
26368,0.017419699999999996
26624,0.017368199999999993
26880,0.017097199999999993
27136,0.016539399999999996
27392,0.01609259999999999
27648,0.016020499999999993
27904,0.015975199999999995
28160,0.015928299999999992
28416,0.015884199999999994
28672,0.015837699999999996
28928,0.015798599999999996
29184,0.01575669999999999
29440,0.015716699999999993
29696,0.015675999999999995
29952,0.015640499999999995
30208,0.015605299999999996
30464,0.015569399999999997
30720,0.015535399999999991
30976,0.015502299999999997
31232,0.015468199999999994
31488,0.015434699999999996
31744,0.015400999999999991
32000,0.015370299999999996
32256,0.015343099999999991
32512,0.015313799999999995
32768,0.015280199999999994
33024,0.015253999999999997
33280,0.015226499999999997
33536,0.015199899999999995
33792,0.015174499999999994
34048,0.015149099999999992
34304,0.01512299999999999
34560,0.015096599999999995
34816,0.015062599999999995
35072,0.015017399999999993
35328,0.014930899999999997
35584,0.014886299999999991
35840,0.014770299999999993
36096,0.014714699999999997
36352,0.014646799999999995
36608,0.014599799999999996
36864,0.014501299999999995
37120,0.014463599999999993
37376,0.014430799999999994
37632,0.014399099999999991
37888,0.014302599999999992
38144,0.014284499999999992
38400,0.014269199999999996
38656,0.014255099999999993
38912,0.014243699999999991
39168,0.014230199999999991
39424,0.014218399999999992
39680,0.014205699999999995
39936,0.01419349999999999
40192,0.014182999999999994
40448,0.014173199999999997
40704,0.014163599999999991
40960,0.014154499999999993
41216,0.014145399999999995
41472,0.014136599999999992
41728,0.014129099999999992
41984,0.01411989999999999
42240,0.014110699999999997
42496,0.014102299999999991
42752,0.014095799999999992
43008,0.014088299999999991
43264,0.014079899999999992
43520,0.014072999999999995
43776,0.014065399999999992
44032,0.014054699999999996
44288,0.014041899999999996
44544,0.014035799999999994
44800,0.014023799999999996
45056,0.014011599999999992
45312,0.013997699999999995
45568,0.013984899999999995
45824,0.01397389999999999
46080,0.013955299999999997
46336,0.013941999999999996
46592,0.013929199999999996
46848,0.013917999999999993
47104,0.013905599999999997
47360,0.013893999999999997
47616,0.013881999999999992
47872,0.013870899999999992
48128,0.013859499999999997
48384,0.013848199999999991
48640,0.013836999999999995
48896,0.013826199999999997
49152,0.013814599999999996
49408,0.013802799999999997
49664,0.013791199999999997
49920,0.013779199999999991
50176,0.013769399999999994
50432,0.013758799999999995
50688,0.013747499999999996
50944,0.013736399999999996
51200,0.013726899999999993
51456,0.013716299999999994
51712,0.013705899999999993
51968,0.013695799999999994
52224,0.013687299999999993
52480,0.0164828
52736,0.016472399999999998
52992,0.0164635
53248,0.0164537
53504,0.0164433
53760,0.016433999999999997
54016,0.016428899999999996
54272,0.0164254
54528,0.016420999999999998
54784,0.0164163
55040,0.016412200000000002
55296,0.016408899999999997
55552,0.016405999999999997
55808,0.016402800000000002
56064,0.0163998
56320,0.0163967
56576,0.0163935
56832,0.016390500000000002
57088,0.0163875
57344,0.016384299999999997
57600,0.016381599999999996
57856,0.016378900000000002
58112,0.0163759
58368,0.0163723
58624,0.016369099999999998
58880,0.0163663
59136,0.0163636
59392,0.016360899999999998
59648,0.016358199999999996
59904,0.0163559
60160,0.0163528
60416,0.016349799999999998
60672,0.016346599999999996
60928,0.016343200000000002
61184,0.016340099999999996
61440,0.016337199999999996
61696,0.016335000000000002
61952,0.016331699999999998
62208,0.016328799999999997
62464,0.0163258
62720,0.0163231
62976,0.01632
63232,0.016316699999999996
63488,0.0163137
63744,0.0163108
64000,0.0163074
64256,0.016304199999999998
64512,0.0163009
