cache_lines,MRC
256,0.012911869999999999
512,0.007118570000000001
768,0.00525278
1024,0.004258710000000001
1280,0.00369048
1536,0.00333275
1792,0.00310521
2048,0.0029330999999999997
2304,0.00281811
2560,0.0027200499999999995
2816,0.00263975
3072,0.0025671099999999996
3328,0.0025009399999999997
3584,0.0024367300000000002
3840,0.0023763999999999994
4096,0.00232052
4352,0.00226767
4608,0.00222265
4864,0.0021856299999999996
5120,0.00215106
5376,0.0021188699999999997
5632,0.00208727
5888,0.00205642
6144,0.0020319
6400,0.0020048499999999994
6656,0.00198329
6912,0.0019633699999999994
7168,0.0019450899999999996
7424,0.00192748
7680,0.00191304
7936,0.00189756
8192,0.0018840299999999996
8448,0.00186996
8704,0.00185971
8960,0.0018503199999999995
9216,0.00183972
9472,0.0018308599999999997
9728,0.0018218199999999996
9984,0.00181211
10240,0.00180526
10496,0.0017956799999999996
10752,0.0017864899999999995
11008,0.0017785000000000001
11264,0.0017718599999999997
11520,0.00176553
11776,0.00175881
12032,0.0017529899999999998
12288,0.0017466299999999995
12544,0.0017386899999999998
12800,0.0017304999999999998
13056,0.0017233
13312,0.0017152299999999994
13568,0.0017057600000000002
13824,0.0016976799999999996
14080,0.0016872599999999999
14336,0.0016777799999999998
14592,0.0016671699999999995
14848,0.0016543299999999994
15104,0.0016425200000000002
15360,0.0016328399999999996
15616,0.0016205299999999998
15872,0.00160793
16128,0.0015943200000000002
16384,0.0015823099999999995
16640,0.0015710699999999995
16896,0.0015604199999999994
17152,0.00154821
17408,0.0015362599999999998
17664,0.0015225499999999997
17920,0.0015069700000000003
18176,0.0014926800000000001
18432,0.0014791799999999996
18688,0.0014647700000000002
18944,0.0014502599999999997
19200,0.0014343900000000002
19456,0.00141909
19712,0.0014030999999999996
19968,0.00138566
20224,0.0023736900000000003
20480,0.00235519
20736,0.0023359799999999997
20992,0.00231647
21248,0.00229836
21504,0.0022789100000000003
21760,0.00226088
22016,0.0022403199999999996
22272,0.00222203
22528,0.0021990300000000003
22784,0.0021791199999999997
23040,0.0021585
23296,0.0021351599999999997
23552,0.00211263
23808,0.0020916599999999995
24064,0.0020713599999999995
24320,0.0020498599999999997
24576,0.00202529
24832,0.0020024399999999994
25088,0.00198002
25344,0.00195707
25600,0.0019332499999999999
25856,0.0019077599999999999
26112,0.00188263
26368,0.00185815
26624,0.0018337299999999998
26880,0.0018096299999999998
27136,0.0017834999999999997
27392,0.0017561699999999998
27648,0.00172994
27904,0.00170336
28160,0.0016785799999999996
28416,0.0016509499999999998
28672,0.0016245699999999999
28928,0.0016024599999999998
29184,0.0015777599999999999
29440,0.0015552299999999997
29696,0.00153203
29952,0.00150961
30208,0.00148551
30464,0.00146222
30720,0.0014394099999999997
30976,0.0014186799999999996
31232,0.0013973999999999998
31488,0.00137767
31744,0.00135568
32000,0.0013317699999999997
32256,0.00130968
32512,0.0012868599999999997
32768,0.00126206
33024,0.0012425
33280,0.00122408
33536,0.0011998099999999997
33792,0.00117772
34048,0.0011596999999999998
34304,0.0011403599999999998
34560,0.0011217199999999999
34816,0.00110287
35072,0.0010847099999999998
35328,0.0010688799999999997
35584,0.0010517999999999997
35840,0.0010336699999999998
36096,0.0010155399999999999
36352,9.9764E-4
36608,9.8136E-4
36864,9.642899999999998E-4
37120,9.479999999999998E-4
37376,9.328699999999999E-4
37632,9.163299999999997E-4
37888,8.994499999999998E-4
38144,8.829299999999999E-4
38400,8.681099999999998E-4
38656,8.540299999999998E-4
38912,8.399199999999999E-4
39168,8.257499999999999E-4
39424,8.107699999999999E-4
39680,7.9521E-4
39936,7.795999999999999E-4
40192,0.0013886279999999998
40448,0.0013753279999999999
40704,0.001359618
40960,0.001344998
41216,0.001328808
41472,0.0013137280000000001
41728,0.001299008
41984,0.001283138
42240,0.0012693980000000001
42496,0.001255098
42752,0.001238748
43008,0.0012241980000000001
43264,0.001209778
43520,0.0011948979999999998
43776,0.0011805980000000002
44032,0.0011670180000000001
44288,0.001152718
