cache_lines,MRC
256,0.00698279
512,0.004159217401207609
768,0.003313838832053554
1024,0.00292333462323787
1280,0.0026633604530144203
1536,0.0025080489450710073
1792,0.0024061077533229095
2048,0.0023358991761023963
2304,0.002279271139024021
2560,0.002238650174926606
2816,0.0022060059348021164
3072,0.0021791263859521773
3328,0.0021560810271127545
3584,0.0021346645287148597
3840,0.002113482639845581
4096,0.002092247125941191
4352,0.0020734984730401244
4608,0.0020534896318139227
4864,0.0020351297604174184
5120,0.0020179697491815463
5376,0.0020013660976849635
5632,0.001986042743901681
5888,0.001973776017119789
6144,0.0019621661970180195
6400,0.0019524935813096762
6656,0.0019414535272059726
6912,0.0019314658644163435
7168,0.0019221418114362277
7424,0.0019146074940029779
7680,0.0019070597703109505
7936,0.0018991969995376399
8192,0.0018923262919139016
8448,0.001886615225674463
8704,0.0018809041594350243
8960,0.0018758164842287636
9216,0.0018702528868358853
9472,0.0018652590554410703
9728,0.0018600172082588627
9984,0.0018561025806956791
10240,0.0018520136717683818
10496,0.0018481794817578672
10752,0.0018446201200523022
11008,0.0018411747115463489
11264,0.0018379907250865683
11520,0.001835068160672959
11776,0.0018323936120467439
12032,0.0018295179695388573
12288,0.0018266959520660828
12544,0.0018243699661680962
12800,0.0018218495895178273
13056,0.0018194967911022838
13312,0.001816902680028736
13568,0.0018142348345319094
13824,0.0018119691767984223
14080,0.0018094353938893767
14336,0.0018076121426955655
14592,0.001805440328773526
14848,0.0018029601708995906
15104,0.0018005001224138239
15360,0.0017980534801868338
15616,0.0017954995878896205
15872,0.0017932004145091891
16128,0.0017909213505169254
16384,0.0017883339425727668
16640,0.0017857800502755527
16896,0.0017830652828730023
17152,0.0017803974373761756
17408,0.0017764291847778809
17664,0.0017723871977563055
17920,0.0017693774926606396
18176,0.001765147818016173
18432,0.0017605159556083648
18688,0.0017563868279047339
18944,0.0017523515440125486
19200,0.0017484503227081435
19456,0.0017442407574518436
19712,0.0017401250360069903
19968,0.0017351446108709546
20224,0.0017307473579917616
20480,0.0017259881361255634
20736,0.0017206658513906877
20992,0.0017165367236870567
21248,0.0017116970642681896
21504,0.0017059457792524173
21760,0.001701099416704161
22016,0.001696105585309346
22272,0.0016908503318683616
22528,0.0016862720944956664
22784,0.0016815664976645795
23040,0.001676666510081211
23296,0.0016707945687364362
23552,0.0016655326121660626
23808,0.0016594461706808386
24064,0.001653172041572724
24320,0.0016475347097565643
24576,0.001641086299284336
24832,0.0016337128569564223
25088,0.0016265606178983453
25344,0.0016188520191009817
25600,0.0016118070301131297
25856,0.0016048625880661126
26112,0.0015971070673630261
26368,0.00158968
26624,0.0015816338215045352
26880,0.0015745456755250227
27136,0.0015684608744101901
27392,0.0015611332203016896
27648,0.0015544917246167764
27904,0.0015474488909859915
28160,0.0015396098546561377
28416,0.0015313824267657629
28672,0.0015231679452607388
28928,0.0015150699812238712
29184,0.0015064671081583259
29440,0.0014981943679192237
29696,0.0014891189517883775
29952,0.0014802312582451165
30208,0.0014696993737623157
30464,0.0014609152513018605
30720,0.0014531344737060852
30976,0.0014437612907121729
31232,0.0014343298489841822
31488,0.0014256104584504806
31744,0.001417318298633352
32000,0.0014064044957827055
32256,0.001396079753465516
32512,0.0013859103677725353
32768,0.0013762199983375304
33024,0.0013664390042050706
33280,0.0013555899332811775
33536,0.0013456794752952108
33792,0.0013359891058602061
34048,0.0013262987364252013
34304,0.0013157021200156467
34560,0.0013062253659389287
34816,0.001296975173605848
35072,0.0012867928415275164
35328,0.0012768176516147962
35584,0.0012677746014473266
35840,0.0012588610151333644
36096,0.0012501934101410656
36352,0.0012420501337554704
36608,0.001232366237513141
36864,0.0012235950614380364
37120,0.001214079468205266
37376,0.0012048681150282376
37632,0.0011954819856489743
37888,0.0011864130427108037
38144,0.001177272894653204
38400,0.0011688059586338411
38656,0.001160662682248246
38912,0.0011522022194215584
39168,0.0011443955490550817
39424,0.0011348670094369607
39680,0.0011264453857663254
39936,0.0011176288973424933
40192,0.0011090648634330001
40448,0.0011003454728992982
40704,0.00109141246700731
40960,0.0010828031207490894
41216,0.001075274797667653
41472,0.001067668796274112
41728,0.0010594996271178153
41984,0.0010518418401828716
42240,0.0010450449878737502
42496,0.0010373872009388067
42752,0.0010296711552697847
43008,0.0010226606876023764
43264,0.00101541071180598
43520,0.0010079147546879204
43776,0.0010014415620125663
44032,9.951949310808498E-4
44288,9.879384820917782E-4
44544,9.805137300931473E-4
44800,9.736586190499474E-4
45056,9.668811863188519E-4
45312,9.602202710559129E-4
